name,rating,rating_values,reviews,jobs,interviews
Micro Labs,3.6,Job Security,2.6k,19,152
TVS Supply Chain Solutions,3.8,"Promotions / Appraisal, Salary & Benefits",2.6k,10,156
ZS,3.1,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",2.6k,138,517
Star Health & Allied Insurance,3.5,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.6k,13,156
Capita,3.5,"Promotions / Appraisal, Salary & Benefits, Job Security",2.6k,48,165
KFintech,3.4,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.6k,13,170
ElasticRun,3.6,Salary & Benefits,2.6k,2,273
G4S,4.0,"Work Life Balance, Salary & Benefits, Company Culture",2.6k,653,128
Voltas,4.0,"Job Security, Work Life Balance, Company Culture",2.6k,19,175
Sonalika Tractors,3.6,"Promotions / Appraisal, Company Culture, Work Life Balance",2.6k,--,170
Ajanta Pharma,3.9,Job Security,2.6k,39,164
BlackBuck,3.7,"Job Security, Promotions / Appraisal",2.6k,19,213
Care Health Insurance,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.6k,45,160
Blue Star,4.1,"Company Culture, Skill Development / Learning, Salary & Benefits",2.6k,14,195
Exl India,3.5,Job Security,2.6k,1,129
Domino's Pizza,3.9,"Skill Development / Learning, Salary & Benefits",2.6k,--,125
Movate,3.2,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.6k,107,291
Fortis Healthcare,4.0,"Job Security, Company Culture, Work Life Balance",2.5k,743,189
NoBroker,3.0,"Promotions / Appraisal, Work Satisfaction, Job Security",2.5k,352,280
Adani Power,3.7,"Promotions / Appraisal, Company Culture",2.5k,--,305
Gallagher,3.7,"Work Life Balance, Company Culture, Job Security",2.5k,152,268
ACT Fibernet,3.9,"Company Culture, Job Security",2.5k,131,159
Sahrudaya Healthcare (Medicover Hospitals),4.4,"Company Culture, Work Life Balance, Work Satisfaction",2.5k,15,144
DBS Bank,3.7,Salary & Benefits,2.5k,220,194
Bajaj Electricals,3.9,"Work Life Balance, Salary & Benefits",2.5k,29,150
Sterlite Technologies,3.8,"Promotions / Appraisal, Job Security",2.5k,119,181
Foundever,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.5k,89,179
V-Mart,4.1,"Skill Development / Learning, Job Security, Company Culture",2.5k,19,192
Physicswallah,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",2.5k,120,271
Foxconn,3.8,Job Security,2.5k,19,225
Sammaan Capital Limited,3.8,Work Life Balance,2.5k,4,112
Tata Advanced Systems,3.7,Job Security,2.5k,--,185
Alldigi Tech,3.9,"Work Life Balance, Job Security",2.5k,10,231
Himalaya Wellness,4.0,"Work Life Balance, Company Culture",2.5k,24,147
BT Group,3.8,"Work Life Balance, Company Culture",2.5k,5,225
Tractors and Farm Equipment,4.0,"Work Life Balance, Skill Development / Learning",2.5k,16,135
IntouchCX,2.7,"Promotions / Appraisal, Job Security, Company Culture",2.5k,219,240
Northern Trust Operating Services,3.6,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",2.5k,44,241
JCB,3.9,"Work Life Balance, Salary & Benefits",2.5k,--,168
Parle Agro,3.9,"Work Life Balance, Job Security",2.5k,5,143
Laurus Labs,4.3,"Job Security, Company Culture, Salary & Benefits",2.4k,6,153
Photon Interactive,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",2.4k,882,130
Patanjali Ayurved,3.9,Work Life Balance,2.4k,--,135
Planet Spark,3.9,"Skill Development / Learning, Company Culture, Work Life Balance",2.4k,69,591
McDonald's,3.8,"Skill Development / Learning, Job Security",2.4k,--,154
Statestreet HCL Services,3.4,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.4k,--,219
Paras Hospital,4.1,"Skill Development / Learning, Work Life Balance, Salary & Benefits",2.4k,66,99
Canara HSBC Life Insurance,3.6,"Company Culture, Work Satisfaction, Job Security",2.4k,3,132
ICICI Securities,3.9,"Job Security, Work Life Balance, Company Culture",2.4k,2,195
Emcure Pharmaceuticals,3.6,"Promotions / Appraisal, Job Security, Company Culture",2.4k,48,125
Hero FinCorp,3.9,"Work Life Balance, Company Culture",2.4k,55,120
Mahindra Holidays & Resorts,3.5,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",2.4k,61,127
Biocon Limited,4.0,"Work Life Balance, Job Security, Company Culture",2.4k,16,185
Mahindra Rural Housing Finance,4.0,"Work Life Balance, Company Culture",2.4k,9,104
Intellect Design Arena,3.6,Job Security,2.4k,20,181
Datamatics Global Services,3.3,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.4k,65,180
Taj Hotels Resorts and Palaces,4.2,"Job Security, Company Culture, Skill Development / Learning",2.4k,183,157
Adani Group,3.8,Salary & Benefits,2.4k,1.1k,286
Axis Direct,3.6,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.4k,40,87
CorroHealth Infotech,3.6,Salary & Benefits,2.4k,92,278
Capgemini Engineering,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.3k,--,396
Cholamandalam MS General Insurance,3.7,"Promotions / Appraisal, Work Satisfaction",2.3k,--,115
3i Infotech,3.4,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k,109,164
Aditya Birla Group,4.1,"Job Security, Skill Development / Learning, Company Culture",2.3k,--,242
Cadila Pharmaceuticals,3.3,"Job Security, Promotions / Appraisal, Company Culture",2.3k,133,155
Info Edge,3.9,"Job Security, Company Culture, Work Life Balance",2.3k,414,377
Syngene International,3.8,"Work Life Balance, Job Security, Company Culture",2.3k,--,191
KocharTech,3.6,"Promotions / Appraisal, Salary & Benefits",2.3k,38,79
Bureau Veritas,3.8,Work Life Balance,2.3k,15,143
Cybage,3.8,"Work Life Balance, Company Culture, Job Security",2.3k,30,212
Delhi Public School,3.8,Skill Development / Learning,2.3k,144,155
Aavas Financiers,4.0,Skill Development / Learning,2.3k,41,119
Xoriant,4.1,"Work Life Balance, Company Culture, Work Satisfaction",2.3k,54,233
Lifestyle,4.2,"Company Culture, Work Life Balance, Job Security",2.3k,13,83
RMSI,3.6,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k,14,192
Akums Drugs & Pharmaceuticals Limited,4.2,"Job Security, Company Culture, Work Life Balance",2.3k,12,329
Straive,3.3,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k,109,221
Sopra Steria,3.9,"Work Life Balance, Job Security, Company Culture",2.3k,164,184
Kia India,4.0,"Company Culture, Job Security, Skill Development / Learning",2.3k,86,177
TaskUs,3.1,"Promotions / Appraisal, Job Security, Skill Development / Learning",2.3k,268,221
Eureka Forbes,3.7,"Promotions / Appraisal, Job Security, Company Culture",2.3k,8,91
GVK Emergency Management and Research Institute,3.6,"Promotions / Appraisal, Job Security, Salary & Benefits",2.3k,53,117
Sobha,3.8,Job Security,2.2k,38,164
Apollo Pharmacy,3.6,Job Security,2.2k,1k,184
Unacademy,2.9,"Job Security, Promotions / Appraisal, Company Culture",2.2k,40,237
Radisson Hotels,4.0,"Job Security, Skill Development / Learning, Company Culture",2.2k,28,102
Myntra,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",2.2k,45,318
Endurance Technologies Limited,3.9,"Skill Development / Learning, Job Security",2.2k,24,134
Lodha,4.1,"Company Culture, Work Life Balance, Job Security",2.2k,195,171
Team Computers,3.6,"Promotions / Appraisal, Salary & Benefits",2.2k,156,199
SBI Securities,3.6,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.2k,28,182
Panasonic Life Solutions India,3.9,"Work Life Balance, Job Security, Company Culture",2.2k,14,96
TCE,3.8,"Job Security, Work Life Balance",2.2k,16,292
Lava International,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",2.2k,1,87
Adani Wilmar,4.0,"Job Security, Skill Development / Learning, Salary & Benefits",2.2k,93,132
Star Union Dai-ichi Life Insurance,3.8,Na,2.2k,32,133
Whirlpool,4.0,"Work Life Balance, Company Culture, Work Satisfaction",2.2k,19,118
Indian Railways,4.2,"Job Security, Work Life Balance, Skill Development / Learning",2.2k,--,113
Bharti AXA Life Insurance,3.6,"Job Security, Work Satisfaction, Promotions / Appraisal",2.2k,39,147
Cisco,4.1,"Work Life Balance, Company Culture, Work Satisfaction",2.2k,199,409
GlaxoSmithKline Pharmaceuticals,4.0,"Company Culture, Work Life Balance, Salary & Benefits",2.2k,35,125
SBI General Insurance,3.6,"Promotions / Appraisal, Work Satisfaction, Company Culture",2.2k,51,128
Daikin Airconditioning India Pvt. Ltd.,4.1,"Job Security, Work Life Balance, Company Culture",2.2k,--,204
Nokia Networks,4.1,"Work Life Balance, Company Culture, Work Satisfaction",2.1k,--,126
Newgen Software Technologies,4.0,"Job Security, Company Culture, Work Life Balance",2.1k,38,202
BNP Paribas,3.7,"Job Security, Work Life Balance",2.1k,426,210
Coromandel International,4.1,"Job Security, Company Culture, Work Life Balance",2.1k,20,123
Renault Nissan Technology & Business Centre India,3.8,"Work Life Balance, Job Security",2.1k,25,152
GAO Tek,4.5,"Skill Development / Learning, Work Life Balance, Company Culture",2.1k,--,526
Shahi Exports,3.9,"Job Security, Company Culture, Work Life Balance",2.1k,42,125
Meesho,3.7,Salary & Benefits,2.1k,131,424
Sify Technologies,3.7,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.1k,46,146
Ambuja Cements,3.8,"Promotions / Appraisal, Job Security",2.1k,--,162
Allstate,3.6,Work Life Balance,2.1k,17,156
ValueLabs,3.5,"Promotions / Appraisal, Work Satisfaction, Job Security",2.1k,70,214
Microsoft Corporation,3.8,"Work Life Balance, Company Culture",2.1k,--,613
Bank of Baroda,3.5,Job Security,2.1k,--,116
Life Insurance Corporation of India,4.4,"Company Culture, Work Life Balance, Skill Development / Learning",2.1k,2,96
Huawei Technologies,4.0,"Salary & Benefits, Skill Development / Learning",2.1k,34,118
Brakes India,3.9,"Job Security, Skill Development / Learning, Company Culture",2.1k,5,104
BHEL,4.2,"Job Security, Work Life Balance, Company Culture",2.1k,--,135
Cargill,3.9,"Work Life Balance, Company Culture, Salary & Benefits",2.1k,1k,111
Simplex Infrastructures,3.4,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",2.1k,--,83
Spark Minda,3.8,Promotions / Appraisal,2.1k,4,157
upGrad,3.4,"Job Security, Promotions / Appraisal, Work Satisfaction",2.1k,65,217
CAMS,3.6,Job Security,2.1k,26,146
Generali Central Life Insurance,3.5,"Promotions / Appraisal, Work Satisfaction, Job Security",2.1k,27,118
Power Mech Projects,3.8,Job Security,2.1k,5,121
Pfizer,3.9,"Work Life Balance, Company Culture",2.1k,39,85
Poonawalla Fincorp,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.1k,25,81
FirstCry,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.1k,32,209
Mercedes-Benz Research and Development India,3.6,"Work Life Balance, Job Security",2.1k,136,208
Bharat Petroleum,4.2,"Company Culture, Work Life Balance, Work Satisfaction",2.1k,--,174
"Maruti Suzuki India Limited, Hansalpur",4.2,"Job Security, Salary & Benefits, Company Culture",2.1k,--,227
NTT DATA Business Solutions,4.1,"Work Life Balance, Company Culture, Job Security",2.1k,29,273
Force Motors,3.7,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.1k,3,145
Ola Cabs,3.3,"Job Security, Promotions / Appraisal, Company Culture",2.1k,15,153
Saint-Gobain,3.9,"Job Security, Company Culture, Work Life Balance",2.1k,137,204
Nuvoco Vistas,4.1,"Work Life Balance, Job Security, Skill Development / Learning",2.1k,26,123
Jio Platforms,3.4,Job Security,2k,--,257
Raymond Lifestyle Limited,4.1,"Work Life Balance, Company Culture, Job Security",2k,--,114
Reliance Trends,4.0,"Job Security, Skill Development / Learning, Company Culture",2k,--,123
Kotak Securities,3.5,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2k,23,144
Manipal Hospitals,4.1,"Job Security, Skill Development / Learning, Company Culture",2k,77,137
Renault-Nissan,4.1,"Job Security, Company Culture, Work Life Balance",2k,--,125
Reliance General Insurance,3.6,"Promotions / Appraisal, Work Satisfaction, Company Culture",2k,4,99
ITC Hotels,4.1,"Job Security, Skill Development / Learning, Company Culture",2k,--,102
Extramarks Education,3.4,"Job Security, Promotions / Appraisal, Work Satisfaction",2k,15,172
Henry Harvin Education,3.6,Na,2k,58,70
Delphi TVS,3.9,Skill Development / Learning,2k,6,100
CitiusTech,3.2,"Promotions / Appraisal, Job Security, Work Satisfaction",2k,64,313
JK Tyre,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",2k,1,139
Biological E,4.2,"Job Security, Company Culture, Work Life Balance",2k,35,140
Morgan Stanley,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",2k,5,335
Infinite Computer Solutions,3.3,"Promotions / Appraisal, Job Security, Company Culture",2k,198,173
SGS,3.8,Work Life Balance,2k,133,125
Senco Gold,4.4,"Job Security, Skill Development / Learning, Company Culture",2k,3,633
YASH Technologies,3.7,Work Life Balance,2k,425,170
EPAM Systems,3.7,"Skill Development / Learning, Salary & Benefits, Work Life Balance",2k,109,618
State Street Syntel,3.7,Job Security,2k,--,79
Novartis,4.1,"Work Life Balance, Company Culture, Salary & Benefits",2k,118,167
Ninjacart,3.8,Salary & Benefits,2k,22,103
Valeo,3.9,"Work Life Balance, Company Culture, Job Security",1.9k,121,105
HSBC Electronic Data Processing,4.0,"Job Security, Company Culture, Work Life Balance",1.9k,--,88
SAP,4.1,"Work Life Balance, Company Culture, Job Security",1.9k,228,316
K12 Techno Services,3.6,"Promotions / Appraisal, Job Security",1.9k,266,415
IDBI Bank,3.4,"Promotions / Appraisal, Company Culture, Work Life Balance",1.9k,--,82
AECOM,4.2,"Work Life Balance, Company Culture, Work Satisfaction",1.9k,250,150
L&T Energy Hydrocarbon,3.8,"Job Security, Skill Development / Learning",1.9k,--,117
Narayana Health,4.0,"Job Security, Skill Development / Learning, Company Culture",1.9k,110,92
Aditya Birla Health Insurance Co,3.7,Promotions / Appraisal,1.9k,1,120
Paisabazaar.com,3.4,"Job Security, Promotions / Appraisal, Company Culture",1.9k,41,167
Honeywell Automation,3.7,Promotions / Appraisal,1.9k,--,132
Schindler,3.9,"Skill Development / Learning, Company Culture, Salary & Benefits",1.9k,73,120
R.R. Donnelley,3.7,Job Security,1.9k,33,128
Shadowfax Technologies,3.5,"Promotions / Appraisal, Job Security, Company Culture",1.9k,55,164
Trent,3.8,Job Security,1.9k,13,109
Motherson Automotive Technologies and Engineering,3.8,Job Security,1.9k,29,153
V-Guard Industries,4.3,"Company Culture, Work Life Balance, Job Security",1.9k,28,117
Philips,3.8,"Work Life Balance, Company Culture",1.9k,113,177
Dr Lal PathLabs,4.2,"Company Culture, Job Security, Skill Development / Learning",1.9k,74,171
Parle Products,3.9,Salary & Benefits,1.9k,7,116
Microland,3.5,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.9k,549,144
Uflex,3.8,Job Security,1.9k,58,127
Haier Appliances India,3.9,"Work Life Balance, Skill Development / Learning, Salary & Benefits",1.9k,21,161
Gabriel India Limited,4.1,"Job Security, Skill Development / Learning, Company Culture",1.9k,--,132
NCR Corporation,3.5,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.9k,36,143
CMS Infosystems,3.5,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.9k,5,78
Tekwissen,4.9,"Company Culture, Work Life Balance, Work Satisfaction",1.9k,40,341
Google,4.4,"Company Culture, Work Life Balance, Work Satisfaction",1.9k,571,1k
Crisil,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.9k,682,213
Spinny,3.7,"Promotions / Appraisal, Job Security, Work Life Balance",1.9k,48,202
Globiva,3.0,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.9k,124,137
Angel One,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",1.9k,41,165
Lucas-TVS,3.9,Job Security,1.9k,8,90
Adecco Group,3.8,Work Life Balance,1.9k,--,117
DHL Supply Chain,4.2,"Job Security, Company Culture, Work Life Balance",1.9k,13,118
Safexpress,3.9,"Job Security, Company Culture, Work Life Balance",1.9k,10,128
Tata Tele Business Services,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.9k,54,53
CNH (Case New Holland),3.7,Work Life Balance,1.9k,23,138
Aye Finance,4.1,"Salary & Benefits, Company Culture, Work Life Balance",1.9k,28,94
G R Infraprojects,4.1,"Salary & Benefits, Work Life Balance, Skill Development / Learning",1.9k,30,161
Aadhar Housing Finance,4.1,"Company Culture, Skill Development / Learning, Salary & Benefits",1.9k,1,117
NTPC,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",1.9k,--,180
Iris Software,3.8,"Company Culture, Work Life Balance, Skill Development / Learning",1.9k,449,206
Tata Power,3.9,"Job Security, Work Life Balance, Company Culture",1.9k,11,213
HTC Global Services,3.4,"Promotions / Appraisal, Skill Development / Learning, Company Culture",1.9k,19,162
Thomson Reuters,3.8,"Work Life Balance, Company Culture",1.9k,103,137
Infinx,3.7,Job Security,1.8k,34,208
Trident Group,3.3,Salary & Benefits,1.8k,11,136
Hindustan Aeronautics,4.3,"Work Life Balance, Work Satisfaction, Job Security",1.8k,1,86
TVS Sundram Fasteners,3.6,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.8k,--,91
Torrent Power,3.8,"Job Security, Work Life Balance",1.8k,45,163
PI Industries,3.8,Salary & Benefits,1.8k,8,137
ICICI Home Finance,3.7,Salary & Benefits,1.8k,17,98
KENT RO Systems,3.8,Work Life Balance,1.8k,4,99
NeoSOFT,3.4,"Job Security, Promotions / Appraisal, Company Culture",1.8k,83,297
Jindal Saw,4.0,"Job Security, Work Life Balance, Work Satisfaction",1.8k,9,142
Aragen Life Sciences,3.9,"Job Security, Company Culture, Work Life Balance",1.8k,106,126
First American (India),3.5,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.8k,64,99
CSB Bank,3.2,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.8k,3,107
Medi Assist India,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.8k,91,135
Honda Cars,4.3,"Work Life Balance, Company Culture, Job Security",1.8k,--,112
Polycab Wires,3.9,"Salary & Benefits, Work Life Balance",1.8k,18,129
Fusion CX,3.3,"Promotions / Appraisal, Job Security, Work Satisfaction",1.8k,147,141
AXA Business Services,3.8,"Work Life Balance, Job Security, Company Culture",1.8k,18,103
Verizon,3.6,Salary & Benefits,1.8k,--,131
Sterling & Wilson,4.0,"Work Life Balance, Job Security, Company Culture",1.8k,22,83
AkzoNobel,4.1,"Company Culture, Work Life Balance, Salary & Benefits",1.8k,21,141
Infra.Market,3.9,"Salary & Benefits, Company Culture, Work Life Balance",1.8k,10,276
Capri Global Capital,3.6,"Job Security, Promotions / Appraisal, Company Culture",1.8k,49,73
TELUS Digital,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",1.8k,47,134
Innovsource Services,3.9,Promotions / Appraisal,1.8k,1,76
Stellar Migration,1.3,"Company Culture, Work Life Balance, Work Satisfaction",1.8k,--,2
Cafe Coffee Day,3.7,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.8k,8,81
Godrej Properties,3.6,Salary & Benefits,1.8k,1,124
SS&C TECHNOLOGIES,3.2,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.7k,84,198
DIVI'S Laboratories,3.6,Salary & Benefits,1.7k,--,99
MetLife,4.1,"Work Life Balance, Job Security, Company Culture",1.7k,49,101
Kalyan Jewellers,4.4,"Salary & Benefits, Company Culture, Job Security",1.7k,17,78
